TrueDistance,PredictedDistance,RSSI
4.00,3.4550,-64.08
4.00,3.4718,-64.19
4.00,3.4473,-64.03
4.00,3.4657,-64.15
4.00,3.4764,-64.22
4.00,3.4504,-64.05
4.00,3.4259,-63.89
4.00,3.4381,-63.97
4.00,3.4137,-63.81
4.00,3.4335,-63.94
4.00,3.4458,-64.02
4.00,3.4580,-64.10
4.00,3.4335,-63.94
4.00,3.4519,-64.06
4.00,3.4642,-64.14
4.00,3.4749,-64.21
4.00,3.4488,-64.04
4.00,3.4672,-64.16
4.00,3.4427,-64.00
4.00,3.4611,-64.12
4.00,3.6895,-65.59
4.00,3.0279,-61.22
4.00,3.4244,-63.88
4.00,3.5273,-64.55
4.00,3.3590,-63.45
4.00,3.4642,-64.14
4.00,3.5119,-64.45
4.00,3.5459,-64.67
4.00,3.4550,-64.08
4.00,3.5242,-64.53
4.00,3.5474,-64.68
4.00,2.8327,-59.86
4.00,3.3121,-63.14
4.00,3.4488,-64.04
4.00,3.3741,-63.55
4.00,3.4764,-64.22
4.00,3.5474,-64.68
4.00,3.4228,-63.87
4.00,3.4826,-64.26
4.00,3.5134,-64.46
4.00,3.5381,-64.62
4.00,3.4565,-64.09
4.00,3.7147,-65.75
4.00,3.7179,-65.77
4.00,3.6471,-65.32
4.00,3.6675,-65.45
4.00,3.6738,-65.49
4.00,3.6158,-65.12
4.00,3.6346,-65.24
4.00,3.6424,-65.29
4.00,3.5924,-64.97
4.00,3.6205,-65.15
4.00,3.6268,-65.19
4.00,3.5831,-64.91
4.00,3.6096,-65.08
4.00,3.5676,-64.81
4.00,3.5304,-64.57
4.00,3.5567,-64.74
4.00,3.5211,-64.51
4.00,3.5459,-64.67
4.00,3.5567,-64.74
4.00,3.5227,-64.52
4.00,3.5397,-64.63
4.00,3.5567,-64.74
4.00,3.5583,-64.75
4.00,3.5257,-64.54
4.00,3.5428,-64.65
4.00,3.5660,-64.80
4.00,3.5878,-64.94
4.00,3.5536,-64.72
4.00,3.5691,-64.82
4.00,3.5769,-64.87
4.00,3.5381,-64.62
4.00,3.5536,-64.72
4.00,3.5691,-64.82
4.00,3.5769,-64.87
4.00,3.5443,-64.66
4.00,3.5536,-64.72
4.00,3.5614,-64.77
4.00,3.5304,-64.57
4.00,3.5459,-64.67
4.00,3.5552,-64.73
4.00,3.5691,-64.82
4.00,3.5381,-64.62
4.00,3.5536,-64.72
4.00,3.5242,-64.53
4.00,3.5011,-64.38
4.00,3.5180,-64.49
4.00,3.4903,-64.31
4.00,3.5072,-64.42
4.00,3.5227,-64.52
4.00,3.5319,-64.58
4.00,3.5041,-64.40
4.00,3.5134,-64.46
4.00,3.5227,-64.52
4.00,3.4949,-64.34
4.00,3.5119,-64.45
4.00,3.5211,-64.51
4.00,3.4934,-64.33
4.00,3.4611,-64.12
4.00,3.4780,-64.23
4.00,3.4887,-64.30
4.00,3.4626,-64.13
4.00,3.4734,-64.20
4.00,3.4488,-64.04
4.00,3.4657,-64.15
4.00,3.4780,-64.23
4.00,3.4887,-64.30
4.00,3.4626,-64.13
4.10,3.6958,-65.63
4.10,3.6990,-65.65
4.10,3.7195,-65.78
4.10,3.7147,-65.75
4.10,3.7037,-65.68
4.10,3.7242,-65.81
4.10,3.7195,-65.78
4.10,3.7084,-65.71
4.10,3.6974,-65.64
4.10,3.7179,-65.77
4.10,3.7131,-65.74
4.10,3.7021,-65.67
4.10,3.7242,-65.81
4.10,3.7369,-65.89
4.10,3.7321,-65.86
4.10,3.7258,-65.82
4.10,3.7527,-65.99
4.10,3.7464,-65.95
4.10,3.7400,-65.91
4.10,3.7606,-66.04
4.10,3.7479,-65.96
4.10,3.7353,-65.88
4.10,3.7289,-65.84
4.10,3.7495,-65.97
4.10,3.7305,-65.85
4.10,3.7195,-65.78
4.10,3.7384,-65.90
4.10,3.7337,-65.87
4.10,3.7210,-65.79
4.10,3.7416,-65.92
4.10,3.7369,-65.89
4.10,3.7305,-65.85
4.10,3.7448,-65.94
4.10,3.7321,-65.86
4.10,3.7195,-65.78
4.10,3.7084,-65.71
4.10,3.7037,-65.68
4.10,3.6942,-65.62
4.10,3.7147,-65.75
4.10,3.7100,-65.72
4.10,3.7053,-65.69
4.10,3.6958,-65.63
4.10,3.7163,-65.76
4.10,3.7116,-65.73
4.10,3.7005,-65.66
4.10,3.6895,-65.59
4.10,3.7116,-65.73
4.10,3.7068,-65.70
4.10,3.6958,-65.63
4.10,3.7179,-65.77
4.10,3.7384,-65.90
4.10,3.7321,-65.86
4.10,3.7274,-65.83
4.10,3.7400,-65.91
4.10,3.7353,-65.88
4.10,3.7289,-65.84
4.10,3.7242,-65.81
4.10,3.7448,-65.94
4.10,3.7384,-65.90
4.10,3.7258,-65.82
4.10,3.7210,-65.79
4.10,3.7163,-65.76
4.10,3.7116,-65.73
4.10,3.7321,-65.86
4.10,3.7448,-65.94
4.10,3.7400,-65.91
4.10,3.7337,-65.87
4.10,3.7543,-66.00
4.10,3.7797,-66.16
4.10,3.7781,-66.15
4.10,3.7701,-66.10
4.10,3.7638,-66.06
4.10,3.7829,-66.18
4.10,3.7749,-66.13
4.10,3.7670,-66.08
4.10,3.7606,-66.04
4.10,3.7797,-66.16
4.10,3.7717,-66.11
4.10,3.7654,-66.07
4.10,3.7845,-66.19
4.10,3.7765,-66.14
4.10,3.7686,-66.09
4.10,3.7622,-66.05
4.10,3.7749,-66.13
4.10,3.7670,-66.08
4.10,3.7606,-66.04
4.10,3.7479,-65.96
4.10,3.7670,-66.08
4.10,3.7606,-66.04
4.10,3.7527,-65.99
4.10,3.7654,-66.07
4.10,3.7845,-66.19
4.10,3.7765,-66.14
4.10,3.7701,-66.10
4.10,3.7876,-66.21
4.10,3.7813,-66.17
4.10,3.7733,-66.12
4.10,3.7845,-66.19
4.10,3.7781,-66.15
4.10,3.7701,-66.10
4.10,3.7829,-66.18
4.10,3.8004,-66.29
4.10,3.7924,-66.24
4.10,3.7781,-66.15
4.10,3.7892,-66.22
4.10,3.8067,-66.33
4.10,3.7988,-66.28
4.10,3.8099,-66.35
4.10,3.8004,-66.29
4.10,3.7860,-66.20
4.10,3.7988,-66.28
4.10,3.7892,-66.22
4.10,3.7765,-66.14
4.10,3.7940,-66.25
4.10,3.7860,-66.20
4.10,3.7781,-66.15
4.10,3.7972,-66.27
4.10,3.7829,-66.18
4.10,3.7749,-66.13
4.10,3.7924,-66.24
4.10,3.7845,-66.19
4.10,3.7781,-66.15
4.10,3.7956,-66.26
4.10,3.7813,-66.17
4.10,3.7670,-66.08
4.10,3.7860,-66.20
4.10,3.8036,-66.31
4.10,3.7892,-66.22
4.10,3.8004,-66.29
4.10,3.7924,-66.24
4.10,3.7845,-66.19
4.10,3.7701,-66.10
4.10,3.7829,-66.18
4.10,3.7813,-66.17
4.10,3.7733,-66.12
4.10,3.7670,-66.08
4.10,3.7606,-66.04
4.10,3.7464,-65.95
4.10,3.7670,-66.08
4.10,3.7781,-66.15
4.10,3.7717,-66.11
4.10,3.7574,-66.02
4.10,3.7701,-66.10
4.10,3.7638,-66.06
4.10,3.7574,-66.02
4.10,3.7495,-65.97
4.10,3.7638,-66.06
4.10,3.7559,-66.01
4.10,3.7495,-65.97
4.10,3.7686,-66.09
4.10,3.7622,-66.05
4.10,3.7813,-66.17
4.10,3.7733,-66.12
4.10,3.7670,-66.08
4.10,3.7590,-66.03
4.10,3.7527,-65.99
4.10,3.7464,-65.95
4.10,3.7337,-65.87
4.10,3.7543,-66.00
4.10,3.7416,-65.92
4.10,3.7353,-65.88
4.10,3.7242,-65.81
4.10,3.7384,-65.90
4.10,3.7321,-65.86
4.10,3.7210,-65.79
4.10,3.7337,-65.87
4.10,3.7289,-65.84
4.10,3.7432,-65.93
4.10,3.7369,-65.89
4.10,3.7242,-65.81
4.10,3.7195,-65.78
4.10,3.7337,-65.87
4.10,3.7274,-65.83
4.10,3.7226,-65.80
4.10,3.7369,-65.89
4.10,3.7495,-65.97
4.10,3.7432,-65.93
4.10,3.7384,-65.90
4.10,3.7511,-65.98
4.10,3.7448,-65.94
4.10,3.7321,-65.86
4.10,3.7210,-65.79
4.10,3.7353,-65.88
4.10,3.7289,-65.84
4.10,3.7242,-65.81
4.10,3.7448,-65.94
4.10,3.7384,-65.90
4.10,3.7321,-65.86
4.10,3.7527,-65.99
4.10,3.7464,-65.95
4.10,3.7400,-65.91
4.10,3.7337,-65.87
4.10,3.7543,-66.00
4.10,3.7479,-65.96
4.10,3.7416,-65.92
4.10,3.7606,-66.04
4.10,3.7543,-66.00
4.10,3.7416,-65.92
4.10,3.7369,-65.89
4.10,3.7559,-66.01
4.10,3.7495,-65.97
4.10,3.7369,-65.89
4.10,3.7511,-65.98
4.10,3.7638,-66.06
4.10,3.7559,-66.01
4.10,3.7432,-65.93
4.10,3.7384,-65.90
4.10,3.7321,-65.86
4.10,3.7274,-65.83
4.10,3.7400,-65.91
4.10,3.7353,-65.88
4.10,3.7289,-65.84
4.10,3.7242,-65.81
4.10,3.7448,-65.94
4.10,3.7384,-65.90
4.10,3.7321,-65.86
4.10,3.7464,-65.95
4.10,3.7400,-65.91
4.10,3.7337,-65.87
4.10,3.7289,-65.84
4.10,3.7416,-65.92
4.10,3.7432,-65.93
4.10,3.7369,-65.89
4.10,3.7511,-65.98
4.10,3.7448,-65.94
4.10,3.7384,-65.90
4.10,3.7258,-65.82
4.10,3.7400,-65.91
4.10,3.7337,-65.87
4.10,3.7226,-65.80
4.10,3.7369,-65.89
4.10,3.7305,-65.85
4.10,3.7258,-65.82
4.10,3.7195,-65.78
4.10,3.7084,-65.71
4.10,3.7037,-65.68
4.10,3.7195,-65.78
4.10,3.7147,-65.75
4.10,3.7037,-65.68
4.10,3.6990,-65.65
4.10,3.7131,-65.74
4.10,3.7021,-65.67
4.10,3.7179,-65.77
4.10,3.7068,-65.70
4.10,3.6958,-65.63
4.10,3.7163,-65.76
4.10,3.7116,-65.73
4.10,3.7068,-65.70
4.10,3.6974,-65.64
4.10,3.7116,-65.73
4.10,3.7068,-65.70
4.10,3.7021,-65.67
4.10,3.6927,-65.61
4.10,3.7068,-65.70
4.10,3.7021,-65.67
4.10,3.6927,-65.61
4.10,3.7068,-65.70
4.10,3.7021,-65.67
4.10,3.6927,-65.61
4.10,3.7068,-65.70
4.10,3.7021,-65.67
4.10,3.6990,-65.65
4.10,3.6942,-65.62
4.10,3.7100,-65.72
4.10,3.7053,-65.69
4.10,3.7005,-65.66
4.10,3.6958,-65.63
4.10,3.6864,-65.57
4.10,3.7084,-65.71
4.10,3.7100,-65.72
4.10,3.6990,-65.65
4.10,3.7131,-65.74
4.10,3.7274,-65.83
4.10,3.7226,-65.80
4.10,3.7179,-65.77
4.10,3.7131,-65.74
4.10,3.7084,-65.71
4.10,3.6974,-65.64
4.10,3.7116,-65.73
4.10,3.7068,-65.70
4.10,3.7037,-65.68
4.10,3.6990,-65.65
4.10,3.7131,-65.74
4.10,3.7084,-65.71
4.10,3.6990,-65.65
4.10,3.7131,-65.74
4.10,3.7210,-65.79
4.10,3.7163,-65.76
4.10,3.7053,-65.69
4.10,3.7195,-65.78
4.10,3.7147,-65.75
4.10,3.7100,-65.72
4.10,3.7242,-65.81
4.10,3.7195,-65.78
4.10,3.7084,-65.71
4.10,3.7226,-65.80
4.10,3.7242,-65.81
4.10,3.7116,-65.73
4.10,3.7258,-65.82
4.10,3.7400,-65.91
4.20,4.4345,-70.14
4.20,4.3920,-69.89
4.20,4.4209,-70.06
4.20,4.4260,-70.09
4.20,4.3853,-69.85
4.20,4.4141,-70.02
4.20,4.4277,-70.10
4.20,4.3853,-69.85
4.20,4.4141,-70.02
4.20,4.4277,-70.10
4.20,4.4396,-70.17
4.20,4.3988,-69.93
4.20,4.4260,-70.09
4.20,4.4328,-70.13
4.20,4.3971,-69.92
4.20,4.3565,-69.68
4.20,4.3870,-69.86
4.20,4.3937,-69.90
4.20,4.3616,-69.71
4.20,4.3836,-69.84
4.20,4.4107,-70.00
4.20,4.4175,-70.04
4.20,4.3836,-69.84
4.20,4.4124,-70.01
4.20,4.4192,-70.05
4.20,4.3920,-69.89
4.20,4.4056,-69.97
4.20,4.4192,-70.05
4.20,4.3717,-69.77
4.20,4.4073,-69.98
4.20,4.3667,-69.74
4.20,4.3954,-69.91
4.20,4.3548,-69.67
4.20,4.3853,-69.85
4.20,4.3920,-69.89
4.20,4.3532,-69.66
4.20,4.4022,-69.95
4.20,4.4158,-70.03
4.20,4.4294,-70.11
4.20,4.3886,-69.87
4.20,4.4158,-70.03
4.20,4.4294,-70.11
4.20,4.4362,-70.15
4.20,4.3937,-69.90
4.20,4.4073,-69.98
4.20,4.3683,-69.75
4.20,4.3296,-69.52
4.20,4.3599,-69.70
4.20,4.3819,-69.83
4.20,4.4158,-70.03
4.20,4.4294,-70.11
4.20,4.3886,-69.87
4.20,4.4158,-70.03
4.20,4.4294,-70.11
4.20,4.4430,-70.19
4.20,4.4073,-69.98
4.20,4.4345,-70.14
4.20,4.4481,-70.22
4.20,4.4056,-69.97
4.20,4.4396,-70.17
4.20,4.4515,-70.24
4.20,4.4090,-69.99
4.20,4.4362,-70.15
4.20,4.4430,-70.19
4.20,4.4549,-70.26
4.20,4.4056,-69.97
4.20,4.4396,-70.17
4.20,4.4515,-70.24
4.20,4.4090,-69.99
4.20,4.3683,-69.75
4.20,4.4039,-69.96
4.20,4.4175,-70.04
4.20,4.3836,-69.84
4.20,4.3380,-69.57
4.20,4.3751,-69.79
4.20,4.3903,-69.88
4.20,4.3565,-69.68
4.20,4.3920,-69.89
4.20,4.4209,-70.06
4.20,4.4464,-70.21
4.20,4.4600,-70.29
4.20,4.4158,-70.03
4.20,4.4498,-70.23
4.20,4.4617,-70.30
4.20,4.4260,-70.09
4.20,4.3853,-69.85
4.20,4.4192,-70.05
4.20,4.4328,-70.13
4.20,4.3920,-69.89
4.20,4.4192,-70.05
4.20,4.4532,-70.25
4.20,4.4651,-70.32
4.20,4.4294,-70.11
4.20,4.4617,-70.30
4.20,4.4736,-70.37
4.20,4.4839,-70.43
4.20,4.4481,-70.22
4.20,4.4805,-70.41
4.20,4.4907,-70.47
4.20,4.4328,-70.13
4.20,4.4668,-70.33
4.20,4.4907,-70.47
4.20,4.5027,-70.54
4.20,4.4566,-70.27
4.20,4.4685,-70.34
4.20,4.4396,-70.17
4.20,4.4651,-70.32
4.20,4.4839,-70.43
4.20,4.4942,-70.49
4.20,4.4498,-70.23
4.20,4.4754,-70.38
4.20,4.4805,-70.41
4.20,4.4362,-70.15
4.20,4.3954,-69.91
4.20,4.4226,-70.07
4.20,4.4362,-70.15
4.20,4.3802,-69.82
4.20,4.4022,-69.95
4.20,4.4362,-70.15
4.20,4.4549,-70.26
4.20,4.4124,-70.01
4.20,4.4396,-70.17
4.20,4.4532,-70.25
4.20,4.4651,-70.32
4.20,4.4209,-70.06
4.20,4.4481,-70.22
4.20,4.4532,-70.25
4.20,4.4107,-70.00
4.20,4.3700,-69.76
4.20,4.3988,-69.93
4.20,4.4124,-70.01
4.20,4.3717,-69.77
4.20,4.4005,-69.94
4.20,4.4226,-70.07
4.20,4.4345,-70.14
4.20,4.4005,-69.94
4.20,4.4277,-70.10
4.20,4.4549,-70.26
4.20,4.4600,-70.29
4.20,4.4158,-70.03
4.20,4.4498,-70.23
4.20,4.4617,-70.30
4.20,4.4192,-70.05
4.20,4.3785,-69.81
4.20,4.4073,-69.98
4.20,4.4209,-70.06
4.20,4.3802,-69.82
4.20,4.3397,-69.58
4.20,4.3633,-69.72
4.20,4.3785,-69.81
4.20,4.3397,-69.58
4.20,4.3633,-69.72
4.20,4.3920,-69.89
4.20,4.4056,-69.97
4.20,4.3650,-69.73
4.20,4.3937,-69.90
4.20,4.4090,-69.99
4.20,4.4158,-70.03
4.20,4.3751,-69.79
4.20,4.4022,-69.95
4.20,4.4107,-70.00
4.20,4.3700,-69.76
4.20,4.3988,-69.93
4.20,4.4328,-70.13
4.20,4.4447,-70.20
4.20,4.3971,-69.92
4.20,4.4243,-70.08
4.20,4.4379,-70.16
4.20,4.3954,-69.91
4.20,4.3481,-69.63
4.20,4.3717,-69.77
4.20,4.3870,-69.86
4.20,4.3464,-69.62
4.20,4.3094,-69.40
4.20,4.3397,-69.58
4.20,4.3565,-69.68
4.20,4.3853,-69.85
4.20,4.4005,-69.94
4.20,4.3532,-69.66
4.20,4.3819,-69.83
4.20,4.3971,-69.92
4.20,4.4107,-70.00
4.20,4.3768,-69.80
4.20,4.4056,-69.97
4.20,4.4192,-70.05
4.20,4.3853,-69.85
4.20,4.4141,-70.02
4.20,4.4413,-70.18
4.20,4.4532,-70.25
4.20,4.4107,-70.00
4.20,4.4311,-70.12
4.20,4.4430,-70.19
4.20,4.4022,-69.95
4.20,4.4294,-70.11
4.20,4.4413,-70.18
4.20,4.4549,-70.26
4.20,4.4192,-70.05
4.20,4.4379,-70.16
4.20,4.4447,-70.20
4.20,4.4022,-69.95
4.20,4.3683,-69.75
4.20,4.3971,-69.92
4.20,4.4124,-70.01
4.20,4.3717,-69.77
4.20,4.3920,-69.89
4.20,4.4073,-69.98
4.20,4.4413,-70.18
4.20,4.4600,-70.29
4.20,4.4175,-70.04
4.20,4.3768,-69.80
4.20,4.4056,-69.97
4.20,4.4260,-70.09
4.20,4.3836,-69.84
4.20,4.4124,-70.01
4.20,4.4464,-70.21
4.20,4.4039,-69.96
4.20,4.4311,-70.12
4.20,4.4583,-70.28
4.20,4.4090,-69.99
4.20,4.4294,-70.11
4.20,4.4481,-70.22
4.20,4.3988,-69.93
4.20,4.3599,-69.70
4.20,4.3819,-69.83
4.20,4.4039,-69.96
4.20,4.3633,-69.72
4.20,4.3920,-69.89
4.20,4.4124,-70.01
4.20,4.3717,-69.77
4.20,4.4073,-69.98
4.20,4.4277,-70.10
4.20,4.4617,-70.30
4.20,4.4805,-70.41
4.20,4.4362,-70.15
4.20,4.4685,-70.34
4.20,4.4873,-70.45
4.20,4.4430,-70.19
4.20,4.4685,-70.34
4.20,4.4873,-70.45
4.20,4.4430,-70.19
4.20,4.4890,-70.46
4.20,4.5078,-70.57
4.20,4.4549,-70.26
4.20,4.4873,-70.45
4.20,4.5181,-70.63
4.20,4.5353,-70.73
4.20,4.4890,-70.46
4.20,4.5198,-70.64
4.20,4.5370,-70.74
4.20,4.5525,-70.83
4.20,4.5044,-70.55
4.20,4.5422,-70.77
4.20,4.4959,-70.50
4.20,4.4515,-70.24
4.20,4.4702,-70.35
4.20,4.4822,-70.42
4.20,4.4379,-70.16
4.20,4.4702,-70.35
4.20,4.5027,-70.54
4.20,4.5130,-70.60
4.20,4.4668,-70.33
4.20,4.4924,-70.48
4.20,4.5027,-70.54
4.20,4.5198,-70.64
4.20,4.4668,-70.33
4.20,4.4924,-70.48
4.20,4.5096,-70.58
4.20,4.4651,-70.32
4.20,4.4976,-70.51
4.20,4.5147,-70.61
4.20,4.4685,-70.34
4.20,4.4942,-70.49
4.20,4.5113,-70.59
4.20,4.5198,-70.64
4.20,4.4685,-70.34
4.20,4.5010,-70.53
4.20,4.5096,-70.58
4.20,4.4651,-70.32
4.20,4.4226,-70.07
4.20,4.4498,-70.23
4.20,4.4685,-70.34
4.20,4.4243,-70.08
4.20,4.4515,-70.24
4.20,4.4771,-70.39
4.20,4.4328,-70.13
4.20,4.4600,-70.29
4.20,4.4719,-70.36
4.20,4.4277,-70.10
4.20,4.4481,-70.22
4.20,4.4600,-70.29
4.20,4.4719,-70.36
4.20,4.4277,-70.10
4.20,4.4549,-70.26
4.20,4.4668,-70.33
4.20,4.4243,-70.08
4.20,4.3819,-69.83
4.20,4.3971,-69.92
4.20,4.3565,-69.68
4.20,4.3870,-69.86
4.20,4.4141,-70.02
4.30,3.3151,-63.16
4.30,3.3665,-63.50
4.30,4.5956,-71.08
4.30,5.0360,-73.58
4.30,4.5869,-71.03
4.30,4.3195,-69.46
4.30,4.5869,-71.03
4.30,4.3920,-69.89
4.30,4.2457,-69.02
4.30,4.1329,-68.34
4.30,4.0425,-67.79
4.30,3.9692,-67.34
4.30,4.1213,-68.27
4.30,4.0507,-67.84
4.30,3.9887,-67.46
4.30,4.1395,-68.38
4.30,4.0786,-68.01
4.30,4.0229,-67.67
4.30,3.9757,-67.38
4.30,3.9320,-67.11
4.30,3.8820,-66.80
4.30,4.0050,-67.56
4.30,3.9644,-67.31
4.30,3.9255,-67.07
4.30,3.8820,-66.80
4.30,3.9936,-67.49
4.30,4.0983,-68.13
4.30,4.0556,-67.87
4.30,4.0164,-67.63
4.30,4.1230,-68.28
4.30,3.4458,-64.02
4.30,3.3741,-63.55
4.30,3.3954,-63.69
4.30,3.9757,-67.38
4.30,3.8371,-66.52
4.30,3.7464,-65.95
4.30,3.6565,-65.38
4.30,5.8426,-77.92
4.30,4.5938,-71.07
4.30,4.1626,-68.52
4.30,3.9449,-67.19
4.30,3.7829,-66.18
4.30,3.6738,-65.49
4.30,4.0050,-67.56
4.30,3.9126,-66.99
4.30,3.8387,-66.53
4.30,3.7813,-66.17
4.30,3.7337,-65.87
4.30,3.6801,-65.53
4.30,3.9223,-67.05
4.30,3.8724,-66.74
4.30,3.8275,-66.46
4.30,3.7892,-66.22
4.30,3.9579,-67.27
4.30,3.9142,-67.00
4.30,4.0638,-67.92
4.30,4.0164,-67.63
4.30,3.9725,-67.36
4.30,4.0884,-68.07
4.30,3.5987,-65.01
4.30,3.4565,-64.09
4.30,3.4030,-63.74
4.30,3.9822,-67.42
4.30,3.8435,-66.56
4.30,3.7749,-66.13
4.30,4.0720,-67.97
4.30,4.3228,-69.48
4.30,4.2008,-68.75
4.30,4.1032,-68.16
4.30,4.2407,-68.99
4.30,4.1544,-68.47
4.30,4.0671,-67.94
4.30,4.2207,-68.87
4.30,4.1494,-68.44
4.30,4.0868,-68.06
4.30,4.0311,-67.72
4.30,4.1494,-68.44
4.30,4.0950,-68.11
4.30,4.0540,-67.86
4.30,4.1230,-68.28
4.30,5.3955,-75.55
4.30,4.4532,-70.25
4.30,4.0704,-67.96
4.30,4.3532,-69.66
4.30,4.1362,-68.36
4.30,3.9920,-67.48
4.30,4.1676,-68.55
4.30,4.0523,-67.85
4.30,3.9627,-67.30
4.30,3.8917,-66.86
4.30,4.0001,-67.53
4.30,3.9368,-67.14
4.30,3.8820,-66.80
4.30,3.8339,-66.50
4.30,3.9465,-67.20
4.30,3.8981,-66.90
4.30,3.8563,-66.64
4.30,3.9433,-67.18
4.30,4.0115,-67.60
4.30,3.9676,-67.33
4.30,3.9271,-67.08
4.30,3.9985,-67.52
4.30,3.9579,-67.27
4.30,3.9223,-67.05
4.30,3.9806,-67.41
4.30,3.9595,-67.28
4.30,3.9255,-67.07
4.30,3.8933,-66.87
4.30,3.9498,-67.22
4.30,3.9094,-66.97
4.30,3.9627,-67.30
4.30,3.9304,-67.10
4.30,3.8997,-66.91
4.30,3.8708,-66.73
4.30,3.9239,-67.06
4.30,3.8949,-66.88
4.30,3.8675,-66.71
4.30,3.8419,-66.55
4.30,3.8933,-66.87
4.30,3.8659,-66.70
4.30,3.8403,-66.54
4.30,3.8852,-66.82
4.30,3.9271,-67.08
4.30,3.8997,-66.91
4.30,3.8724,-66.74
4.30,3.9223,-67.05
4.30,3.8884,-66.84
4.30,3.8627,-66.68
4.30,3.9110,-66.98
4.30,3.8852,-66.82
4.30,3.8531,-66.62
4.30,3.8291,-66.47
4.30,3.8724,-66.74
4.30,3.8467,-66.58
4.30,3.8243,-66.44
4.30,3.8740,-66.75
4.30,3.8483,-66.59
4.30,3.8259,-66.45
4.30,3.8675,-66.71
4.30,3.8435,-66.56
4.30,3.8211,-66.42
4.30,3.8708,-66.73
4.30,3.8467,-66.58
4.30,3.8227,-66.43
4.30,3.7940,-66.25
4.30,3.8435,-66.56
4.30,3.8147,-66.38
4.30,3.7924,-66.24
4.30,3.8435,-66.56
4.30,3.8917,-66.86
4.30,3.8659,-66.70
4.30,3.8419,-66.55
4.30,3.8900,-66.85
4.30,3.8659,-66.70
4.30,3.8355,-66.51
4.30,3.8131,-66.37
4.30,3.7908,-66.23
4.30,3.7701,-66.10
4.30,3.8531,-66.62
4.30,3.9078,-66.96
4.30,3.8820,-66.80
4.30,3.8563,-66.64
4.30,3.8339,-66.50
4.30,3.8115,-66.36
4.30,3.8659,-66.70
4.30,3.8435,-66.56
4.30,3.8195,-66.41
4.30,3.7988,-66.28
4.30,3.8547,-66.63
4.30,3.8243,-66.44
4.30,3.8020,-66.30
4.30,3.7813,-66.17
4.30,3.8307,-66.48
4.30,3.8099,-66.35
4.30,3.7876,-66.21
4.30,3.8371,-66.52
4.30,3.8852,-66.82
4.30,3.8611,-66.67
4.30,3.8371,-66.52
4.30,3.8852,-66.82
4.30,3.8547,-66.63
4.30,3.8307,-66.48
4.30,3.8083,-66.34
4.30,3.8643,-66.69
4.30,3.8403,-66.54
4.30,3.8179,-66.40
4.30,3.8036,-66.31
4.30,3.8515,-66.61
4.30,3.8291,-66.47
4.30,3.8131,-66.37
4.30,3.8611,-66.67
4.30,3.9094,-66.97
4.30,3.8772,-66.77
4.30,3.8531,-66.62
4.30,3.9126,-66.99
4.30,3.9644,-67.31
4.30,3.9368,-67.14
4.30,3.9110,-66.98
4.30,3.8852,-66.82
4.30,3.8595,-66.66
4.30,3.8371,-66.52
4.30,3.8852,-66.82
4.30,3.8595,-66.66
4.30,3.8371,-66.52
4.30,3.8852,-66.82
4.30,3.8595,-66.66
4.30,3.8371,-66.52
4.30,3.8147,-66.38
4.30,3.8563,-66.64
4.30,3.8339,-66.50
4.30,3.8115,-66.36
4.30,3.7892,-66.22
4.30,3.8387,-66.53
4.30,3.8163,-66.39
4.30,3.7956,-66.26
4.30,3.8451,-66.57
4.30,3.8211,-66.42
4.30,3.8004,-66.29
4.30,3.7797,-66.16
4.30,3.7590,-66.03
4.30,3.8099,-66.35
4.30,3.7876,-66.21
4.30,3.7686,-66.09
4.30,3.8179,-66.40
4.30,3.7972,-66.27
4.30,3.7765,-66.14
4.30,3.8259,-66.45
4.30,3.8036,-66.31
4.30,3.7829,-66.18
4.30,3.8259,-66.45
4.30,3.8036,-66.31
4.30,3.7829,-66.18
4.30,3.7622,-66.05
4.30,3.7432,-65.93
4.30,3.7258,-65.82
4.30,3.7765,-66.14
4.30,3.7574,-66.02
4.30,3.7384,-65.90
4.30,3.7195,-65.78
4.30,3.7021,-65.67
4.30,3.3166,-63.17
4.30,4.2524,-69.06
4.30,3.9384,-67.15
4.30,3.7781,-66.15
4.30,3.6801,-65.53
4.30,3.6158,-65.12
4.30,3.8147,-66.38
4.30,3.7479,-65.96
4.30,4.2257,-68.90
4.30,4.9555,-73.13
4.30,5.1100,-73.99
4.30,4.4993,-70.52
4.30,4.1941,-68.71
4.30,4.3667,-69.74
4.30,4.1809,-68.63
4.30,4.0491,-67.83
4.30,3.9498,-67.22
4.30,4.0933,-68.10
4.30,4.0082,-67.58
4.30,3.9368,-67.14
4.30,3.8788,-66.78
4.30,3.8291,-66.47
4.30,3.9352,-67.13
4.30,4.0294,-67.71
4.30,3.9757,-67.38
4.30,3.9287,-67.09
4.30,3.9887,-67.46
4.30,3.9449,-67.19
4.30,3.9045,-66.94
4.30,3.8675,-66.71
4.30,3.8355,-66.51
4.30,3.8997,-66.91
4.30,3.9611,-67.29
4.30,3.9255,-67.07
4.30,3.8997,-66.91
4.30,3.9498,-67.22
4.30,3.9158,-67.01
4.30,3.8852,-66.82
4.30,3.8547,-66.63
4.30,3.8275,-66.46
4.30,3.8020,-66.30
4.30,3.7781,-66.15
4.30,4.8701,-72.65
4.30,4.1131,-68.22
4.30,3.9481,-67.21
4.30,4.2157,-68.84
4.30,4.4175,-70.04
4.30,4.1958,-68.72
4.30,4.0376,-67.76
